Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
5945,24749,Roof Repair,3503.6,2024-04-15,Schultzland,2 days,2025-07-24,Pending
5946,16,Plumbing,3956.44,2024-07-16,South Davidfurt,3 days,2025-02-12,Converted
5947,4044,Roof Repair,2119.23,2024-06-15,West Stephanietown,3 days,2025-09-15,Pending
5948,9826,Interior Painting,3955.71,2024-05-08,Robertoport,1 days,2025-06-02,Expired
5949,9110,Roof Repair,736.51,2024-02-29,Burnetttown,3 days,2024-09-21,Expired
5950,49612,Interior Painting,764.42,2024-04-10,Port Kimberlyport,5 days,2024-12-24,Closed
5951,44858,Roof Repair,1097.74,2024-07-17,South Adam,3 days,2025-06-15,Closed
5952,47681,HVAC Installation,3791.83,2024-06-15,South Jamie,1 days,2025-03-26,Pending
5953,29318,Roof Repair,4994.58,2024-06-15,Alejandromouth,3 days,2025-08-10,Closed
5954,15446,Interior Painting,719.7,2024-08-17,Daisyland,5 days,2025-08-12,Closed
5955,34404,Roof Repair,4998.9,2024-03-11,Port Jonfort,2 days,2025-08-08,Closed
5956,44513,Roof Repair,836.89,2024-06-11,West Lori,5 days,2025-05-21,Pending
5957,19368,Interior Painting,1517.25,2024-07-29,Amyfurt,6 days,2025-05-11,Expired
5958,12410,Plumbing,1970.38,2023-12-21,Russellport,5 days,2025-01-03,Pending
5959,5239,HVAC Installation,4279.85,2023-12-22,East Shawn,6 days,2025-02-14,Closed
5960,12591,Interior Painting,1598.16,2023-12-18,Brendanfort,7 days,2025-06-10,Expired
5961,17691,Plumbing,3821.17,2023-12-16,Lake Haroldmouth,2 days,2024-12-07,Converted
5962,31295,Plumbing,1309.44,2024-02-28,Mackenzieton,7 days,2024-12-13,Expired
5963,5566,HVAC Installation,2668.59,2024-09-01,New Jenniferhaven,2 days,2024-10-11,Converted
5964,34131,Electrical Work,3111.54,2023-11-15,Cindyfurt,1 days,2025-03-15,Converted
5965,16566,Plumbing,2057.01,2023-12-22,Lake Corey,2 days,2024-10-02,Expired
5966,17353,Roof Repair,1945.18,2024-06-15,Dakotaborough,5 days,2025-01-20,Converted
5967,21521,Roof Repair,1316.44,2024-05-16,East Alyssa,3 days,2025-07-07,Closed
5968,10123,HVAC Installation,1999.58,2024-02-13,South Sarahhaven,2 days,2024-12-30,Closed
5969,12546,HVAC Installation,2849.08,2024-04-06,South Josephborough,4 days,2025-01-08,Pending
5970,7280,Interior Painting,3328.21,2024-05-12,Josephport,3 days,2025-05-04,Closed
5971,26507,Interior Painting,3925.57,2024-05-02,Tiffanyfurt,3 days,2024-12-16,Pending
5972,23113,Interior Painting,4814.52,2024-01-16,Turnerchester,1 days,2025-06-11,Converted
5973,46010,Roof Repair,3162.44,2024-05-01,East Kevin,7 days,2025-02-19,Closed
5974,720,Plumbing,3408.16,2024-08-26,Angelmouth,4 days,2025-04-03,Closed
5975,30884,Electrical Work,3255.78,2024-01-10,Markfort,2 days,2025-03-14,Pending
5976,6788,Electrical Work,2790.67,2024-07-07,Port Gregoryhaven,1 days,2025-07-10,Converted
5977,23708,Plumbing,1704.97,2024-03-20,Lowefort,7 days,2025-03-13,Closed
5978,1603,Electrical Work,1492.91,2024-05-09,South Richardland,4 days,2025-04-25,Closed
5979,46514,Roof Repair,662.57,2024-02-29,Lake Rebekah,1 days,2024-11-11,Expired
5980,5223,Interior Painting,614.06,2023-12-23,North Richard,6 days,2024-09-20,Pending
5981,12314,HVAC Installation,3464.63,2023-10-31,West Amandafort,7 days,2024-09-16,Pending
5982,31637,Plumbing,3443.88,2024-04-09,Lake Staceyland,3 days,2025-08-26,Closed
5983,39484,Electrical Work,1978.88,2023-09-26,Jeremyland,3 days,2025-03-22,Converted
5984,18106,Plumbing,2233.89,2024-06-08,South Dawnview,2 days,2025-03-08,Closed
5985,17513,Interior Painting,4608.84,2023-10-08,North Edward,7 days,2025-08-24,Closed
5986,4674,Electrical Work,584.44,2023-10-14,Jenniferton,3 days,2025-05-22,Closed
5987,40160,Roof Repair,3653.06,2024-08-16,Wolfshire,2 days,2025-09-04,Closed
5988,35190,Plumbing,4848.53,2023-11-21,New Samuel,3 days,2025-08-04,Expired
5989,9003,Roof Repair,949.14,2024-04-12,Leeshire,4 days,2024-12-20,Converted
5990,48277,Interior Painting,1175.24,2024-06-01,South Teresa,3 days,2024-09-30,Converted
5991,46447,Electrical Work,3735.01,2024-03-15,West Donaldhaven,3 days,2024-11-14,Closed
5992,21410,Plumbing,4681.38,2024-09-03,Carneyshire,3 days,2024-10-21,Converted
5993,36050,Electrical Work,772.94,2024-06-24,Watsonhaven,3 days,2025-04-18,Closed
5994,22360,Interior Painting,523.38,2024-04-01,Pedroside,1 days,2025-06-16,Converted
5995,4455,HVAC Installation,3116.1,2024-01-31,Gambleburgh,5 days,2025-05-24,Expired
5996,31236,Plumbing,1246.58,2023-10-17,South Gregory,2 days,2025-09-03,Converted
5997,36264,Electrical Work,3996.81,2024-09-15,Katelynchester,7 days,2024-10-20,Expired
5998,41330,Electrical Work,2774.74,2024-03-04,Langside,5 days,2024-12-17,Closed
5999,23208,Roof Repair,3371.8,2024-03-11,Port Gary,4 days,2025-06-06,Converted
6000,45172,Interior Painting,1695.97,2024-04-23,Roblestown,7 days,2025-06-14,Pending
6001,27145,Roof Repair,4166.3,2024-05-20,Port Lori,2 days,2025-08-28,Expired
6002,11374,Interior Painting,4961.95,2023-11-19,East Yvetteborough,3 days,2025-04-05,Closed
6003,14431,HVAC Installation,3958.39,2023-10-30,Knightfort,1 days,2024-09-26,Pending
6004,15871,Electrical Work,2726.0,2024-05-26,North Brooketown,7 days,2025-07-28,Converted
6005,45736,Roof Repair,784.14,2024-06-07,Owensberg,7 days,2025-08-18,Closed
6006,10018,Interior Painting,4455.68,2023-11-01,Reynoldsbury,2 days,2025-01-16,Converted
6007,20734,HVAC Installation,3104.01,2024-01-26,South Carlaton,6 days,2025-09-10,Converted
6008,32633,Electrical Work,1873.93,2024-03-10,Jenniferberg,2 days,2025-09-13,Expired
6009,46359,HVAC Installation,2404.5,2024-07-23,Rachelton,3 days,2024-11-16,Pending
6010,24154,Plumbing,4871.72,2024-08-29,South Christopher,2 days,2024-12-14,Pending
6011,4237,HVAC Installation,1676.24,2024-05-14,New Amyview,5 days,2025-01-11,Converted
6012,20021,HVAC Installation,1853.61,2024-09-10,Ashleybury,7 days,2025-09-02,Pending
6013,29623,Electrical Work,2225.03,2024-06-13,East Sandra,6 days,2025-03-08,Closed
6014,4290,Plumbing,3765.31,2024-02-03,Lake Anachester,3 days,2024-11-19,Expired
6015,38047,Roof Repair,1711.94,2023-10-24,North Carlosfort,6 days,2025-03-07,Expired
6016,46165,Plumbing,4563.31,2024-03-05,South Tinafurt,2 days,2025-01-05,Closed
6017,2853,Interior Painting,2131.53,2023-09-19,North Nicholasshire,5 days,2025-09-13,Expired
6018,40820,Plumbing,4724.78,2024-09-06,East Ericborough,5 days,2024-09-29,Converted
6019,24252,Interior Painting,1452.93,2023-09-21,Connorton,3 days,2025-09-08,Converted
6020,12234,HVAC Installation,2320.78,2024-08-27,Robertport,1 days,2025-08-15,Expired
6021,42904,Electrical Work,4717.19,2024-03-28,Jodychester,3 days,2024-12-28,Closed
6022,34946,Roof Repair,4312.41,2023-12-18,Katieport,5 days,2025-07-11,Converted
6023,6645,Interior Painting,2117.77,2024-03-02,South Jacquelinetown,6 days,2025-08-26,Converted
6024,5273,Electrical Work,1807.84,2024-01-24,East Melindamouth,5 days,2024-12-25,Expired
6025,33519,Roof Repair,4043.81,2023-12-09,Ashleyville,1 days,2024-10-16,Expired
6026,28078,Electrical Work,1422.07,2024-08-29,Gomezshire,7 days,2024-10-06,Expired
6027,20250,HVAC Installation,4228.48,2024-04-05,Oliverchester,2 days,2025-06-07,Pending
6028,9677,HVAC Installation,3069.48,2024-05-03,Jenniferview,6 days,2025-01-12,Closed
6029,8606,Electrical Work,2534.04,2023-10-25,Sanchezton,2 days,2025-03-26,Closed
6030,14661,HVAC Installation,2002.69,2024-07-30,Rachelport,4 days,2025-03-29,Converted
6031,38321,HVAC Installation,3548.47,2024-04-25,Lake Heather,7 days,2025-02-27,Closed
6032,29845,Interior Painting,3968.28,2023-10-03,Mannchester,2 days,2025-06-03,Pending
6033,37028,Interior Painting,501.88,2024-05-18,New Christinaview,1 days,2024-12-21,Converted
6034,9235,Plumbing,2046.27,2024-02-28,Christopherbury,1 days,2025-03-13,Expired
6035,40124,Interior Painting,1401.35,2023-12-01,Katherineview,7 days,2024-12-02,Pending
6036,2795,Electrical Work,1890.77,2024-03-28,Kochchester,5 days,2025-03-01,Expired
6037,37809,Plumbing,4273.82,2023-12-19,Port Edward,5 days,2025-02-02,Pending
6038,21763,Interior Painting,3963.26,2023-11-29,Lake Alexandra,2 days,2024-09-16,Expired
6039,40340,Interior Painting,4879.38,2024-03-10,East Peterside,6 days,2025-06-17,Expired
6040,9506,Electrical Work,4269.47,2024-01-25,South John,6 days,2024-12-26,Expired
6041,47056,Interior Painting,1362.92,2024-07-10,New Cindyborough,3 days,2024-12-14,Converted
6042,30746,Roof Repair,4239.01,2024-03-17,Lake Carrie,7 days,2024-11-16,Expired
6043,40121,Electrical Work,1093.58,2023-12-12,New Justin,5 days,2025-04-02,Converted
6044,22680,Electrical Work,4770.4,2023-11-28,Phillipshaven,1 days,2025-08-06,Pending
6045,40108,Electrical Work,4343.0,2024-07-08,Jasonton,2 days,2024-10-28,Closed
6046,11165,Roof Repair,4296.05,2024-01-29,East Meganview,3 days,2025-07-11,Closed
6047,33119,Plumbing,3433.3,2024-07-18,West Kenneth,1 days,2025-01-02,Pending
6048,24753,Roof Repair,4420.88,2024-02-18,Lake Brooke,4 days,2025-08-13,Expired
6049,14558,Electrical Work,1990.23,2024-07-12,North Donald,7 days,2024-11-08,Converted
6050,14888,Interior Painting,913.06,2024-07-09,Mcintyrestad,1 days,2025-02-19,Closed
6051,15359,Interior Painting,2029.18,2023-11-16,Lake Stanleyview,1 days,2025-01-11,Closed
6052,6803,Roof Repair,1363.19,2023-11-23,East Jason,3 days,2025-08-18,Pending
6053,46479,Interior Painting,2852.86,2023-11-05,West Brookeville,5 days,2025-08-26,Closed
6054,26932,Plumbing,606.65,2024-06-10,East Samantha,1 days,2025-07-03,Closed
6055,11926,Interior Painting,4199.66,2023-11-10,Wilkinsberg,7 days,2025-01-15,Converted
6056,41599,Interior Painting,3314.26,2023-11-04,New Thomas,2 days,2025-05-23,Pending
6057,12125,Plumbing,2129.98,2024-03-20,Wolfborough,3 days,2025-03-01,Expired
6058,45450,Electrical Work,2797.68,2024-02-05,Lisashire,7 days,2024-09-24,Converted
6059,17967,Plumbing,3224.37,2023-12-29,Jayview,3 days,2025-01-16,Closed
6060,3827,Interior Painting,2260.72,2024-07-03,East David,4 days,2025-01-21,Expired
6061,1919,Interior Painting,2784.55,2024-02-26,West Wesley,7 days,2025-02-27,Converted
6062,45775,Roof Repair,4256.51,2023-11-06,East Louismouth,4 days,2024-11-01,Closed
6063,17603,Interior Painting,4174.59,2024-01-31,New Jamesstad,5 days,2024-10-07,Pending
6064,44032,Interior Painting,2670.36,2023-12-03,Jonesfort,3 days,2024-11-15,Converted
6065,2707,Interior Painting,995.17,2023-10-24,Susanshire,6 days,2024-10-01,Expired
6066,6459,Interior Painting,3385.19,2024-01-06,East Derekmouth,2 days,2025-05-22,Closed
6067,4136,Interior Painting,2185.7,2024-01-17,South Brendaburgh,1 days,2024-12-06,Pending
6068,15624,Electrical Work,903.98,2023-12-15,Kathyhaven,4 days,2024-11-18,Closed
6069,32464,Roof Repair,3129.68,2024-08-31,Lake Richard,4 days,2025-07-12,Converted
6070,48794,Electrical Work,4349.37,2024-01-31,East Wayne,2 days,2024-09-29,Converted
6071,1395,Plumbing,822.8,2023-12-09,West Stephanie,5 days,2025-07-15,Expired
6072,43742,Electrical Work,2727.56,2023-12-07,Alexfurt,2 days,2024-09-22,Closed
6073,22757,Electrical Work,3145.58,2024-08-09,Claytonburgh,7 days,2024-12-01,Closed
6074,28083,Plumbing,4534.29,2024-06-23,Lake Rodneyfort,1 days,2025-03-09,Converted
6075,28195,HVAC Installation,916.04,2023-12-06,Denisehaven,2 days,2025-03-02,Pending
6076,32576,Plumbing,3697.13,2024-05-25,New Cindy,7 days,2025-05-28,Pending
6077,49550,Interior Painting,1626.17,2024-01-16,Obrienmouth,6 days,2025-07-05,Expired
6078,23603,HVAC Installation,2500.03,2024-05-28,Port Martin,6 days,2025-02-04,Converted
6079,28025,Plumbing,1123.85,2023-10-14,Georgeville,2 days,2025-06-11,Closed
6080,34010,Roof Repair,1204.97,2024-06-08,Lake Austin,3 days,2025-01-21,Converted
6081,3477,Electrical Work,2617.92,2024-07-04,Danielleton,7 days,2025-08-22,Pending
6082,37466,Roof Repair,665.25,2023-12-15,Tylerton,6 days,2025-02-27,Expired
6083,29017,Plumbing,590.95,2024-03-01,Robertburgh,5 days,2025-03-06,Pending
6084,29724,Plumbing,2943.36,2024-05-04,Mayerton,3 days,2025-02-03,Pending
6085,12801,Plumbing,4298.34,2023-12-28,Patelmouth,5 days,2025-05-16,Pending
6086,11205,Interior Painting,2234.34,2024-05-24,Laurenmouth,2 days,2024-10-26,Closed
6087,24344,Plumbing,2945.9,2024-07-19,Port Desiree,3 days,2025-08-22,Pending
6088,11686,Interior Painting,4474.9,2024-02-15,North Lindaborough,6 days,2025-05-20,Closed
6089,15243,Interior Painting,1074.94,2023-09-28,Taylortown,5 days,2024-11-07,Expired
6090,27768,Plumbing,3400.47,2023-12-20,New James,3 days,2025-01-12,Expired
6091,14869,HVAC Installation,2286.49,2024-05-12,South Traciton,6 days,2025-01-08,Converted
6092,45759,HVAC Installation,3580.9,2024-05-08,East Danielchester,1 days,2025-05-26,Converted
6093,34131,Interior Painting,4586.6,2023-11-02,Douglaschester,6 days,2025-09-08,Expired
6094,24083,Interior Painting,3670.04,2023-12-22,Josetown,5 days,2025-05-26,Pending
6095,38836,Plumbing,4775.68,2023-12-23,South Jasonshire,3 days,2025-04-01,Converted
6096,27149,Interior Painting,1063.64,2023-11-12,North John,3 days,2025-04-20,Pending
6097,16607,Plumbing,2761.8,2024-06-17,Robertland,2 days,2024-12-14,Expired
6098,3907,Interior Painting,983.07,2024-07-18,Darrenmouth,5 days,2025-08-03,Pending
6099,21855,HVAC Installation,2177.31,2024-08-27,Lake Joseph,4 days,2024-12-31,Pending
6100,26401,Roof Repair,1125.4,2024-02-15,Sylviaview,7 days,2025-07-11,Converted
6101,31745,HVAC Installation,1025.07,2023-10-05,New Williamside,1 days,2025-04-14,Converted
6102,2586,Electrical Work,2431.14,2024-05-14,Port Jenniferville,4 days,2025-05-27,Expired
6103,36745,Plumbing,2216.44,2023-11-02,Annaview,5 days,2025-02-24,Converted
6104,17516,Roof Repair,2040.43,2024-06-29,West Robertoport,7 days,2024-09-19,Expired
6105,47731,HVAC Installation,1625.8,2023-10-21,Hansonmouth,2 days,2025-01-03,Expired
6106,6256,Roof Repair,2911.56,2024-05-27,Lake Georgebury,2 days,2025-05-27,Converted
6107,43530,Roof Repair,521.03,2023-11-30,Mendezstad,3 days,2025-02-28,Expired
6108,37466,Roof Repair,3098.25,2023-10-24,Rochaberg,3 days,2024-10-29,Expired
6109,19047,Interior Painting,2474.69,2024-09-15,Jacobville,3 days,2025-07-30,Converted
6110,21144,Roof Repair,641.37,2024-02-24,West Veronica,4 days,2025-03-07,Closed
6111,39361,Roof Repair,4555.64,2024-08-03,Marcusview,5 days,2024-09-28,Pending
6112,22810,Electrical Work,3142.86,2023-11-15,Port Michael,6 days,2024-12-09,Converted
6113,48499,HVAC Installation,2803.18,2024-04-21,East Jason,1 days,2025-03-08,Pending
6114,27699,Electrical Work,4635.67,2024-04-08,Lake Ralphberg,4 days,2025-06-07,Converted
6115,40639,Electrical Work,3191.88,2024-04-24,Jenniferton,3 days,2025-05-04,Converted
6116,1576,HVAC Installation,3982.62,2023-12-14,Port Billymouth,5 days,2025-05-30,Converted
6117,14506,Roof Repair,4851.47,2023-11-19,Port Staceyton,1 days,2025-04-10,Closed
6118,21157,HVAC Installation,1396.26,2024-09-11,North Michael,5 days,2024-12-24,Converted
6119,36771,Roof Repair,4223.11,2024-02-10,Lake Natalie,6 days,2024-11-12,Closed
6120,24809,Plumbing,2483.95,2024-09-11,Stevenfort,1 days,2025-04-09,Converted
6121,21348,Roof Repair,2085.51,2024-04-03,Aprilland,5 days,2025-05-22,Expired
6122,40048,HVAC Installation,2484.74,2024-02-10,Gallowaystad,3 days,2024-12-15,Closed
6123,6301,HVAC Installation,1020.58,2024-07-28,North Lindseyton,7 days,2025-08-11,Pending
6124,44904,Interior Painting,2742.41,2024-06-05,Scottborough,5 days,2024-12-19,Pending
6125,23485,Electrical Work,3508.43,2023-10-02,West Brianburgh,1 days,2025-09-10,Pending
6126,12286,HVAC Installation,3669.85,2023-11-17,Brownmouth,1 days,2025-09-06,Closed
6127,25976,Roof Repair,4484.22,2024-02-06,North Michaelborough,7 days,2024-09-27,Closed
6128,11306,Roof Repair,3721.09,2023-09-17,Carlberg,4 days,2024-11-14,Pending
6129,23494,Electrical Work,4291.03,2024-08-02,Marissaton,1 days,2024-10-14,Converted
6130,19790,Electrical Work,3319.06,2024-04-06,Port Tiffany,3 days,2025-06-14,Converted
6131,49516,Plumbing,590.0,2024-07-16,Merrittport,2 days,2025-06-28,Closed
6132,47636,Plumbing,3606.45,2023-10-23,North Michelleburgh,7 days,2025-03-26,Converted
6133,29536,Interior Painting,754.73,2024-01-01,West Rebecca,6 days,2025-01-07,Closed
6134,13666,HVAC Installation,3372.19,2024-07-04,East Rachael,2 days,2024-12-17,Closed
6135,2194,Interior Painting,1992.17,2023-11-09,Wendyberg,4 days,2024-09-25,Pending
6136,17650,Interior Painting,2097.95,2024-08-05,Martinbury,4 days,2025-06-24,Expired
6137,20337,Roof Repair,2494.03,2023-12-07,North Michelleborough,5 days,2025-06-24,Closed
6138,36730,Roof Repair,3379.28,2024-01-10,Lake Michaelstad,7 days,2025-02-04,Closed
6139,27876,Plumbing,3502.57,2023-09-17,Deckertown,3 days,2024-11-09,Pending
6140,23804,HVAC Installation,1599.58,2024-05-08,North Ryanmouth,6 days,2025-05-07,Pending
6141,21322,Roof Repair,1386.56,2024-03-27,Port Victoriaview,2 days,2025-08-14,Pending
6142,11078,HVAC Installation,2948.74,2024-08-15,Port Angelaborough,7 days,2025-05-03,Expired
6143,3564,Roof Repair,614.25,2023-12-04,Brownview,3 days,2024-11-01,Expired
6144,5111,Interior Painting,1379.47,2024-02-26,Wilcoxmouth,1 days,2024-12-18,Closed
6145,31657,Roof Repair,2573.43,2024-05-18,Jacobton,1 days,2024-12-31,Converted
6146,16136,Electrical Work,989.7,2024-03-22,East Meganborough,6 days,2024-11-13,Converted
6147,5747,Plumbing,2618.99,2023-12-21,New James,5 days,2025-01-19,Closed
6148,39841,Plumbing,1408.71,2023-10-23,Henryshire,1 days,2025-01-24,Closed
6149,5405,Interior Painting,3082.87,2024-07-19,Port Dana,2 days,2025-04-19,Expired
6150,40164,HVAC Installation,988.91,2023-12-06,South Jason,5 days,2025-05-28,Expired
6151,23046,HVAC Installation,1869.42,2023-10-27,Lake Gregorybury,6 days,2025-01-30,Expired
6152,34595,Roof Repair,2454.85,2023-12-01,New Joshua,6 days,2025-09-07,Closed
6153,26858,Plumbing,2016.73,2024-06-01,East Erinborough,4 days,2025-07-07,Expired
6154,35769,HVAC Installation,2293.13,2023-12-27,West Danieltown,5 days,2024-09-27,Converted
6155,22612,Plumbing,1921.45,2024-01-04,Gilmoreburgh,5 days,2025-08-08,Converted
6156,9853,Electrical Work,1298.43,2023-10-21,East Robertbury,1 days,2025-06-26,Closed
6157,20952,Plumbing,3581.13,2023-11-21,North David,1 days,2025-03-16,Converted
6158,23854,Roof Repair,733.15,2023-12-19,South Kevinburgh,7 days,2025-01-18,Expired
6159,26531,Plumbing,2235.87,2024-02-08,Lopezmouth,3 days,2025-02-21,Pending
6160,26850,HVAC Installation,1393.83,2024-07-21,Port Jean,1 days,2025-06-11,Closed
6161,10246,Interior Painting,2881.58,2024-05-26,New Richard,6 days,2025-08-11,Closed
6162,38307,Plumbing,2377.05,2024-05-18,Rivaston,2 days,2025-01-06,Closed
6163,26265,Roof Repair,3174.43,2024-03-27,New Luiston,7 days,2025-04-01,Pending
6164,16200,Electrical Work,817.11,2024-05-20,East Rebecca,4 days,2025-05-22,Expired
6165,48048,Electrical Work,746.78,2023-11-16,Hullburgh,6 days,2025-07-21,Closed
6166,1278,Interior Painting,1620.89,2023-11-18,Tonimouth,1 days,2025-03-30,Converted
6167,1013,Interior Painting,1094.76,2023-11-13,Hortonfort,2 days,2025-01-16,Expired
6168,39934,Interior Painting,1851.77,2024-02-03,Schaefertown,3 days,2025-06-11,Converted
6169,49904,Interior Painting,2142.38,2024-04-08,Scottshire,4 days,2024-11-08,Expired
6170,36385,Electrical Work,3340.47,2024-05-19,Matthewland,4 days,2025-06-10,Closed
6171,37933,HVAC Installation,1546.01,2023-09-22,Beanborough,1 days,2025-07-04,Expired
6172,47049,Plumbing,2237.07,2024-01-20,West Donna,3 days,2024-12-14,Closed
6173,45041,Electrical Work,2950.56,2024-08-20,West Mason,1 days,2025-01-29,Converted
6174,15005,Roof Repair,3169.61,2024-07-06,New Kellyhaven,1 days,2025-01-30,Closed
6175,49900,Plumbing,4703.05,2024-07-23,East Victorside,1 days,2025-04-28,Converted
6176,756,Electrical Work,2338.19,2024-01-17,East Edwardside,4 days,2024-12-21,Converted
6177,12910,HVAC Installation,4173.78,2024-09-12,New Heather,7 days,2025-05-16,Converted
6178,12910,Plumbing,2616.79,2024-05-21,Hillburgh,7 days,2024-10-24,Pending
6179,28911,Roof Repair,4005.73,2024-03-04,Brittneyburgh,4 days,2024-10-02,Converted
6180,20512,Interior Painting,2751.88,2024-02-27,Port Rosemouth,2 days,2025-05-02,Expired
6181,45303,HVAC Installation,3638.35,2023-10-14,East Alyssa,5 days,2024-10-21,Pending
6182,40933,Electrical Work,2217.81,2024-03-22,Lauramouth,1 days,2024-12-29,Expired
6183,14145,Electrical Work,3930.69,2023-12-15,New Katherine,5 days,2025-03-08,Pending
6184,14147,Electrical Work,4956.37,2023-09-26,South Morgan,5 days,2024-11-25,Pending
6185,37823,Plumbing,3756.55,2024-04-27,West Katherine,1 days,2024-10-09,Pending
6186,11700,Interior Painting,2745.45,2024-01-17,Mooreville,6 days,2024-09-24,Converted
