Company ID,Company Name,Service Areas,Pricing Models,Competitor Pricing,Service Offerings,Client Feedback and Ratings
8354,Coleman LLC,"Thompsonmouth, Richardsonmouth, Rileytown",Project-based,Competitive,"Roofing, Painting, Maintenance, Cleaning",3.1
8355,Adams-Wong,"West Kelseymouth, Michelleport, Jenniferstad",Flat Rate,Competitive,"Electrical, HVAC, Renovation, Painting, Plumbing",4.3
8356,Harris and Sons,"West Pamelaville, Sandovalville, South Michelle",Project-based,Lower,"HVAC, Cleaning, Plumbing, Painting",4.8
8357,Mccullough-Herman,"Watsonfurt, Micheleburgh",Hourly Rate,Higher,"HVAC, Roofing, Electrical, Painting",4.9
8358,"Garcia, Barron and Huffman","New Julie, East Stephenfurt, West Dustinside",Flat Rate,Lower,"Cleaning, Maintenance, Renovation, Painting",3.0
8359,Jordan and Sons,"Frederickland, Rossport",Project-based,Lower,Cleaning,4.0
8360,"Marshall, Carrillo and Smith","Ianview, Martinezside, Lawrenceview",Project-based,Lower,"Plumbing, Electrical, Painting, Roofing",4.0
8361,Robinson-Robles,"North Johnstad, Port Joseph",Hourly Rate,Competitive,"Renovation, Cleaning, Plumbing",4.7
8362,Yates and Sons,Rodriguezview,Subscription,Lower,Roofing,3.8
8363,"Davidson, Cruz and Howell","Davidland, Thomasberg, Erikastad",Subscription,Higher,"HVAC, Renovation, Painting, Electrical, Roofing",4.5
8364,Rodriguez-Joyce,"Pattersonbury, Collinston, Benjaminland",Subscription,Lower,Painting,4.1
8365,Michael-Rodriguez,"Hohaven, West Timothy, South Timport",Subscription,Higher,"Painting, Cleaning, Electrical, Plumbing, Roofing",4.6
8366,Campbell LLC,"West Scott, Mitchellland, Mooretown",Subscription,Competitive,HVAC,3.1
8367,"Davila, Campbell and Wells",North Joseburgh,Subscription,Higher,"Plumbing, Cleaning, Renovation, Maintenance",4.7
8368,"Grant, Wilkerson and Yates","East Joseph, North Josephstad, New Joseph",Hourly Rate,Higher,Electrical,4.0
8369,"Garcia, Holmes and Wood","Mckenzieberg, North Ericberg",Project-based,Competitive,"HVAC, Roofing",4.3
8370,Fernandez Inc,"North Johnburgh, Lewisburgh, Williamchester",Hourly Rate,Competitive,HVAC,4.5
8371,"Martinez, Hall and Ward","North Nicholechester, Pachecoborough",Hourly Rate,Competitive,"Cleaning, Painting, Renovation",4.4
8372,"Fisher, Flores and Weiss","South Michelle, Port Gabrielberg",Subscription,Competitive,"Plumbing, Cleaning, HVAC",3.7
8373,Ryan Ltd,Timothyville,Subscription,Higher,"HVAC, Plumbing, Roofing",4.2
8374,Greene PLC,Lake Jesse,Flat Rate,Competitive,Renovation,3.3
8375,"Reynolds, Hayes and Leach","Leahmouth, West Michaelborough, East Jennifer",Project-based,Lower,"Electrical, Cleaning",3.7
8376,"Boone, Black and Richards",Jacobport,Flat Rate,Higher,"Painting, Electrical, Roofing",3.2
8377,Daugherty PLC,Hineston,Subscription,Higher,"Renovation, Cleaning, Plumbing, Maintenance",4.6
8378,"Roberts, Mcgee and Simmons","West Amberhaven, Stephenfort",Subscription,Higher,"Electrical, Painting",4.6
8379,Weaver-Greene,"East Brendanstad, Wardborough, Port Traciechester",Subscription,Competitive,"Plumbing, Roofing, Cleaning, Renovation",3.4
8380,"Sandoval, Drake and Burns","West Ryan, Huberberg, West Annette",Flat Rate,Higher,"Painting, Roofing, Plumbing, Renovation, HVAC",4.9
8381,Ortega-Waters,"Port Chelseaborough, East Trevor, Ashleechester",Flat Rate,Higher,"Roofing, Plumbing, Renovation, Painting, Electrical",4.9
8382,"Glover, Moran and Bishop","Lake Tylerland, North Amandaport, New Raymondborough",Project-based,Lower,Maintenance,3.4
8383,"Lee, Pugh and Horne","Patriciafurt, Lake Michelle",Flat Rate,Competitive,Electrical,4.4
8384,Callahan LLC,"Hessside, South Justinbury, North Joannshire",Hourly Rate,Higher,"Plumbing, HVAC, Electrical, Maintenance, Roofing",4.7
8385,Rodriguez-Hines,"Sonyastad, West Paula, Taylorfurt",Hourly Rate,Competitive,"Painting, HVAC",4.1
8386,Moore Group,South Billy,Hourly Rate,Higher,"HVAC, Cleaning, Roofing, Renovation, Maintenance",3.9
8387,"Pierce, Parrish and Brewer",Trevorborough,Hourly Rate,Competitive,"Painting, Roofing, Maintenance, Cleaning",3.1
8388,Bentley-Novak,Lisaside,Project-based,Competitive,"Maintenance, Plumbing, Painting, Cleaning, Renovation",4.2
8389,Yang Inc,Johnberg,Flat Rate,Higher,Renovation,4.9
8390,Montgomery and Sons,"Port Sandraberg, Samuelborough, Armstrongburgh",Subscription,Higher,Maintenance,3.3
8391,Floyd LLC,"Kennedystad, Hillville",Project-based,Competitive,"Electrical, Roofing, Plumbing, Maintenance",3.2
8392,Heath-Miller,"Megantown, Teresahaven, Lake John",Project-based,Competitive,"Painting, Roofing, Cleaning",3.2
8393,Sellers-Novak,"Michaelport, West Timshire",Subscription,Competitive,"Painting, Electrical, Plumbing, Cleaning, Roofing",4.0
8394,"Cuevas, Myers and Marshall",West Willie,Subscription,Competitive,"Maintenance, Renovation",3.5
8395,"Perez, Gonzales and Kelly","West Luis, Velasqueztown",Subscription,Lower,"HVAC, Roofing, Maintenance, Plumbing",4.0
8396,Johnson PLC,"Elizabethton, Williamborough",Flat Rate,Competitive,"Maintenance, Renovation, Painting",3.8
8397,Hopkins-Sullivan,Jamesport,Subscription,Competitive,"Plumbing, Painting",4.7
8398,Jimenez-Vega,Rivasburgh,Flat Rate,Competitive,"Renovation, Roofing, Cleaning, Maintenance",4.3
8399,Taylor-Black,"Davistown, Lake Tony",Subscription,Higher,"HVAC, Plumbing",3.6
8400,Lee Ltd,"New Mckenzie, South Hannah, South Veronicahaven",Project-based,Competitive,"Painting, Roofing, Cleaning, HVAC, Renovation",3.7
8401,"Castro, Cohen and Boyd","North Samuel, Brownshire, Lake Michael",Subscription,Higher,"HVAC, Plumbing",3.1
8402,Martin Inc,"West Sonyaland, Lake Joshuabury, North Michellebury",Project-based,Competitive,"Plumbing, HVAC, Cleaning, Electrical",3.1
8403,Mcpherson Group,"Port Kathrynside, South Neilchester",Subscription,Lower,"HVAC, Painting, Renovation",4.4
8404,Calderon-Martinez,Dominiquetown,Project-based,Lower,"HVAC, Roofing, Cleaning",3.9
8405,"Cole, Hines and Ramsey","Lake Colleen, Nuneztown, New Javier",Hourly Rate,Higher,"Painting, Cleaning, Renovation, Electrical",3.1
8406,Brown-Pierce,"Allisonberg, Vanceland",Subscription,Competitive,"Electrical, Roofing, Painting, HVAC, Plumbing",4.6
8407,"Mcclain, Owen and Green","Stephenton, East Bruce",Subscription,Lower,"Roofing, Renovation, Electrical",3.2
8408,Scott Ltd,"Millerport, Sharonstad",Flat Rate,Competitive,"Plumbing, Roofing",3.1
8409,Hays LLC,"North Courtneytown, Alicestad",Hourly Rate,Higher,"Painting, Plumbing, Maintenance, Cleaning, Roofing",3.2
8410,James-Cunningham,East Robertfort,Subscription,Competitive,"Plumbing, Maintenance, Electrical, Painting",3.7
8411,"Walker, Lee and Harris","Lake Julie, West Joannamouth",Hourly Rate,Competitive,"Maintenance, Electrical, Roofing, Cleaning",4.2
8412,Fletcher Ltd,"Rebeccahaven, Riddlemouth, Lake Tony",Flat Rate,Higher,"Maintenance, Cleaning, Plumbing",3.2
8413,Vazquez PLC,"Silvafurt, Elizabethberg, Cathyborough",Flat Rate,Lower,Maintenance,3.7
8414,Adams and Sons,Lake Dakotaland,Project-based,Lower,"Roofing, Electrical, Plumbing, Maintenance",4.9
8415,Powell and Sons,West Albert,Subscription,Lower,"Maintenance, HVAC, Painting, Electrical",3.8
8416,Shelton Ltd,"Martinbury, East Janemouth",Project-based,Higher,"Renovation, Maintenance, Roofing, Plumbing",4.5
8417,Lang-Zimmerman,Bryantland,Hourly Rate,Lower,"Maintenance, HVAC, Roofing, Cleaning, Painting",3.9
8418,Bautista-Hernandez,"Lewistown, East Christopher",Subscription,Competitive,"Cleaning, Maintenance, Electrical, Plumbing, HVAC",4.9
8419,Eaton Ltd,"Frederickport, Petersshire, North Nancy",Hourly Rate,Higher,"Roofing, Renovation, HVAC",4.3
8420,Ellis-Strickland,"Delgadofurt, New Joanborough, North Richard",Project-based,Competitive,"HVAC, Maintenance, Plumbing, Cleaning",3.6
8421,Lopez-Graham,New Waynefort,Subscription,Competitive,"Electrical, Roofing, Painting",3.3
8422,Walker-Martinez,"Kimton, Port Rachelview, Sarahville",Subscription,Higher,"Cleaning, Roofing, Electrical, HVAC",5.0
8423,Doyle-Johnson,"East Allisonville, Darrellfurt, Danielbury",Flat Rate,Competitive,Painting,3.2
8424,"Vazquez, Huynh and Rosario","Jacksonland, South Brittany",Subscription,Lower,"Roofing, HVAC, Renovation, Electrical",4.9
8425,"Wilson, Kelly and Neal",Millerchester,Subscription,Higher,"Electrical, HVAC, Renovation, Plumbing, Maintenance",3.8
8426,Young-Hill,"Lake Teresahaven, Joneschester, Davenportborough",Project-based,Competitive,"Plumbing, Roofing",3.9
8427,"Davis, Rhodes and Martinez","Anthonyland, Port Michael, Espinozabury",Subscription,Higher,"Maintenance, Electrical, Plumbing",4.9
8428,Pace-Evans,"Amyhaven, East Dana, Lake Eric",Project-based,Lower,"Cleaning, Roofing",3.8
8429,"Stone, Ashley and Hughes",West Alexander,Hourly Rate,Competitive,"HVAC, Plumbing, Cleaning, Painting",4.5
8430,Ingram Ltd,"Zavalashire, West Roychester, Christophershire",Subscription,Higher,Cleaning,4.9
8431,Flynn and Sons,"West Jimmy, East William",Project-based,Competitive,"Renovation, Maintenance, Painting",4.6
8432,Parker LLC,"Williamstown, North Matthewborough",Subscription,Lower,"Painting, Plumbing, Renovation, HVAC",3.9
8433,Odonnell Ltd,"Luisshire, Collinsville",Subscription,Higher,"Maintenance, Painting, Cleaning, HVAC",3.3
8434,"Washington, Ellis and Hughes",Lake George,Hourly Rate,Competitive,"HVAC, Cleaning, Roofing",3.4
8435,Baird-Hatfield,Levinemouth,Project-based,Competitive,"Cleaning, Painting",3.0
8436,Jones and Sons,"Port Johnberg, Terryberg, North Josephmouth",Project-based,Competitive,Painting,4.0
8437,"Taylor, Gates and Watson",Gillmouth,Flat Rate,Lower,"Roofing, Plumbing, Cleaning",4.6
8438,"Stevens, Hall and Fox","Mossport, Christopherland, Port Geoffrey",Hourly Rate,Competitive,Roofing,3.5
8439,Ellis-Goodwin,Lake Kristenfort,Project-based,Competitive,"Painting, Renovation",4.1
8440,Dawson and Sons,Gabrielton,Flat Rate,Lower,"Roofing, Electrical, Plumbing, Maintenance",3.4
8441,Hunter-Hutchinson,Chloeberg,Hourly Rate,Higher,"Roofing, Renovation",3.0
8442,"Castaneda, Henderson and Cantrell","North Derrick, Stevenport, West Charlesport",Hourly Rate,Lower,"HVAC, Roofing, Electrical, Painting, Cleaning",4.3
8443,Hamilton-Jennings,"Collinsborough, Waynemouth, Patriciastad",Subscription,Lower,"Cleaning, Roofing",4.1
8444,Jacobson PLC,Whitechester,Hourly Rate,Lower,HVAC,5.0
8445,Lopez-Miller,Carterville,Project-based,Lower,"Plumbing, Electrical, Cleaning",4.4
8446,Ramirez-Martin,"West Veronica, Mirandatown",Subscription,Higher,"Electrical, Renovation",4.6
8447,Rivera-Miller,"East Brittany, West Duaneland, Ortizton",Project-based,Competitive,"Maintenance, Plumbing, Painting, HVAC, Cleaning",3.6
8448,"Hardy, Smith and Fischer","Thomasview, Haletown, Andrewburgh",Flat Rate,Lower,"Maintenance, Cleaning, Renovation, HVAC",3.0
8449,Davidson-Ramirez,New Deborah,Hourly Rate,Lower,"Painting, HVAC, Renovation, Roofing, Maintenance",3.2
8450,Shepherd-Stephens,"Hineshaven, Lake Derekborough, Valerieberg",Project-based,Higher,HVAC,3.6
8451,Heath-Dean,"Mcdonaldview, New Christinaview",Flat Rate,Competitive,"Electrical, Roofing, Maintenance",4.8
8452,Fleming Inc,"North Steven, Poncefort",Subscription,Lower,"HVAC, Electrical, Roofing, Cleaning, Maintenance",3.5
8453,"Butler, Keller and Coleman",Kellyland,Hourly Rate,Competitive,"Maintenance, Renovation, Plumbing, Roofing",4.9
8454,White Group,"Crystalburgh, Lake Samuelborough, Carneyburgh",Hourly Rate,Competitive,Painting,3.0
8455,Fisher-Alvarez,"New Curtis, Lake Davidborough, Martinport",Hourly Rate,Competitive,Cleaning,4.5
8456,Thompson and Sons,"North Sandra, Jasonside, South Shannonport",Subscription,Competitive,"Electrical, Renovation, HVAC, Maintenance",4.1
8457,Rodriguez-Kelly,"Phamview, Donnaside",Subscription,Lower,"Roofing, Plumbing, HVAC, Electrical",3.3
8458,Griffith-Munoz,Collierstad,Flat Rate,Lower,Electrical,4.1
8459,"Boyd, Stephens and Scott","Kevinport, Steelefurt, Port Karen",Hourly Rate,Competitive,Electrical,4.9
8460,"Hubbard, Bryant and Turner","Lake Allison, Oliverborough",Project-based,Higher,"Cleaning, Painting",3.6
8461,"Potter, Burgess and Underwood","Staciemouth, Gaineston, Jesusshire",Flat Rate,Lower,"Plumbing, Electrical, Renovation, Painting",4.4
8462,Mann-Sutton,Vasquezberg,Hourly Rate,Competitive,"HVAC, Renovation, Painting, Roofing, Maintenance",3.0
8463,Harmon Ltd,Hoganborough,Flat Rate,Competitive,"Plumbing, Maintenance, Cleaning, Roofing",3.5
8464,Edwards-Ramos,South Joseph,Project-based,Competitive,"Renovation, Plumbing, HVAC, Cleaning, Electrical",3.8
8465,Patterson-Morris,New Franciscoton,Hourly Rate,Higher,"Painting, HVAC, Maintenance",3.9
8466,Torres Inc,Matthewmouth,Hourly Rate,Competitive,"Maintenance, Roofing",5.0
8467,"Smith, Davis and Francis",West Joelbury,Subscription,Lower,HVAC,4.7
8468,Barnes-Miller,"Mauricetown, South Kimberly, Jimenezmouth",Hourly Rate,Lower,"Plumbing, Cleaning, Electrical",4.9
8469,"Forbes, Carlson and Park","New Patricia, Arnoldshire",Flat Rate,Competitive,"HVAC, Plumbing, Cleaning",4.6
8470,Walker LLC,Tyronemouth,Project-based,Higher,"Painting, HVAC, Plumbing, Cleaning",3.0
8471,"Anderson, Hartman and Butler","Caitlinbury, Johnsonside",Hourly Rate,Higher,"Renovation, Roofing",3.3
8472,"Burns, Hahn and Bruce","Davidton, Johnnyland, Port Melissaton",Subscription,Competitive,"Painting, Plumbing, Roofing, Maintenance",4.1
8473,Foster LLC,West Davidstad,Project-based,Lower,"Painting, Roofing, Plumbing",3.7
8474,David PLC,Stephaniefort,Project-based,Competitive,"Cleaning, Renovation",3.5
8475,Davis and Sons,"Port Mark, Christophertown, East Rachelberg",Subscription,Competitive,"Painting, Renovation, Electrical, HVAC",3.0
8476,Melton Inc,"Richardsonfurt, Port Danielfurt, New Melanie",Hourly Rate,Lower,"Cleaning, Maintenance, Painting",4.2
8477,Chang PLC,Christystad,Flat Rate,Competitive,"HVAC, Maintenance",3.6
8478,Davenport PLC,"South Hayleyton, South Eric",Subscription,Lower,"Painting, Roofing, Maintenance, HVAC",3.5
8479,Gordon PLC,"Thompsonfurt, Wilsonton, Melissafort",Flat Rate,Lower,"Electrical, Painting, Plumbing",4.1
8480,"Floyd, Miller and Morrison","Port Kathleenhaven, Catherinechester, Ryanberg",Hourly Rate,Lower,Cleaning,3.6
8481,"Ramos, Fisher and Chang","Port Michael, New Christine, Montesview",Project-based,Higher,"Renovation, Cleaning, Roofing, HVAC",3.6
8482,Young-Barajas,West Brandon,Hourly Rate,Higher,"Renovation, Cleaning, Maintenance, HVAC, Painting",3.2
8483,Carrillo LLC,"Dorothyview, Timothyburgh, Davidburgh",Project-based,Competitive,Plumbing,3.9
8484,Nixon PLC,Patrickton,Hourly Rate,Competitive,"Plumbing, Electrical, Maintenance",4.0
8485,"Paul, Lowe and Larsen","South Jesse, Karenfort, Thomasport",Flat Rate,Competitive,"Renovation, Maintenance, Cleaning, Plumbing, Roofing",3.2
8486,"Barron, King and Chen","West Debbiestad, Johnsonmouth, Millerchester",Subscription,Lower,Painting,4.6
8487,"Jimenez, Coleman and Green",South Josephtown,Subscription,Competitive,"Cleaning, Painting",4.5
8488,Shaffer-Thompson,"West Tiffany, Julieborough",Project-based,Lower,"HVAC, Cleaning, Maintenance",3.6
8489,"Gross, Grimes and Cooper","Michaeltown, New David, Melissaton",Project-based,Higher,"Renovation, HVAC",3.5
8490,Santiago-Hodges,"Derekport, New Sierra, Taylorville",Project-based,Lower,"HVAC, Roofing, Maintenance, Cleaning",4.2
8491,Wilson-Parrish,North Alexander,Subscription,Higher,"Electrical, Plumbing, Maintenance, Cleaning",4.7
8492,"Simmons, Fox and Bates","Port Dawnville, Lake Stephanieland, Andrewmouth",Flat Rate,Lower,"HVAC, Maintenance, Roofing, Cleaning, Painting",3.0
8493,Moran Inc,"Port Dawnmouth, East Nicholeport, Taylortown",Project-based,Higher,Cleaning,3.8
8494,"Johnson, Torres and Buchanan",Alexanderfurt,Flat Rate,Lower,"HVAC, Painting",4.3
8495,Hoffman-Martinez,"Darrenbury, Jonathanport",Subscription,Competitive,"Maintenance, Electrical, Renovation",3.9
8496,"Wilson, Martin and Wells",New Jessicabury,Subscription,Lower,Maintenance,4.3
8497,Roberson LLC,Keymouth,Project-based,Lower,HVAC,3.9
8498,"Phillips, Warren and Taylor","Port Amy, Christopherburgh, Lake Amber",Project-based,Higher,"Renovation, Cleaning, Plumbing",4.2
8499,"Perez, Joseph and Guerrero",Darrellton,Project-based,Lower,Cleaning,3.5
8500,Brown Group,Scottview,Project-based,Competitive,"HVAC, Roofing, Painting, Maintenance, Cleaning",4.5
8501,Zimmerman LLC,Port William,Project-based,Higher,"Maintenance, Renovation, HVAC, Plumbing",4.1
8502,"Rodriguez, Cross and Waters","East Teresa, South Dakotashire, Kristenville",Subscription,Lower,"Electrical, Maintenance, Plumbing, Painting, Renovation",3.3
8503,Sims-Torres,"Raychester, Hoffmanbury",Flat Rate,Competitive,"Maintenance, Cleaning, Roofing",3.3
8504,Parrish Group,New Sabrinashire,Flat Rate,Competitive,Renovation,4.3
8505,Williams-Shaffer,"Smithberg, Aprilmouth, South Darrellfurt",Subscription,Competitive,"Cleaning, HVAC, Painting, Renovation",3.6
8506,Lynch Ltd,"Port Mary, Welchstad, Lake Karenmouth",Subscription,Competitive,"Plumbing, Renovation",4.7
8507,Scott-Jordan,"Lake Kristine, Carrollmouth",Hourly Rate,Higher,"Maintenance, Roofing, Cleaning",4.5
8508,Davis-Ali,East Jenniferport,Flat Rate,Lower,"HVAC, Roofing",3.2
8509,"Whitaker, Johnson and Holmes","Robertborough, Nicholashaven, Thomasfurt",Subscription,Higher,Plumbing,4.0
8510,"Owens, Wong and Nichols",Mauricestad,Subscription,Lower,"Painting, HVAC",3.0
8511,Parks-Hughes,"West Joseph, East Stevenborough, East Daniel",Hourly Rate,Lower,"Plumbing, HVAC, Electrical, Renovation, Painting",4.3
8512,"West, Gross and Fowler","South Dianaville, East Jay, East Jonathanstad",Subscription,Higher,"Renovation, HVAC, Painting",4.8
8513,Miller-Byrd,Brandonchester,Subscription,Higher,"HVAC, Plumbing, Roofing, Electrical",3.9
8514,Wright-Flores,"Susanbury, Martinezville",Flat Rate,Higher,"Painting, Electrical, Cleaning",3.5
8515,"Gonzalez, Gonzales and Bond","Lake Vickieborough, South Kathleen",Hourly Rate,Competitive,"Renovation, Plumbing, Roofing, Cleaning",3.6
8516,Beard-Pacheco,"Rachelshire, Michaelshire, Ortizmouth",Project-based,Lower,"Renovation, Electrical, HVAC",3.2
8517,"Valdez, Rogers and Johnson","South Gregg, Gloverstad",Project-based,Lower,"Maintenance, Renovation, HVAC, Electrical",3.2
8518,Yates-Frazier,"New Marieview, North Misty, Taraburgh",Subscription,Lower,"Maintenance, Plumbing, Painting, Cleaning",4.5
8519,Reilly Ltd,Lake Gina,Subscription,Competitive,"Renovation, Roofing, Plumbing, Painting",4.9
8520,White Ltd,"Lake Stephanie, South Andrea",Project-based,Lower,"Roofing, Plumbing, Renovation, Painting",3.9
8521,"Ward, Friedman and Bauer","West Sharon, Carterside",Flat Rate,Higher,"Plumbing, Maintenance, Electrical",3.8
8522,Davis-Sloan,Lake Kevinmouth,Flat Rate,Lower,"Electrical, HVAC",3.3
8523,Koch-Harris,"Cristinachester, West Miamouth",Subscription,Lower,"Cleaning, Electrical, Maintenance, Roofing, Renovation",4.7
8524,Hale Ltd,South Sherriport,Hourly Rate,Higher,"Maintenance, Electrical, Plumbing, Renovation",3.8
8525,"Harris, Lozano and Allen","East Victoria, Griffithmouth",Project-based,Competitive,"Painting, Maintenance, Cleaning",4.3
8526,Allison Inc,Jamesbury,Flat Rate,Higher,"Plumbing, Painting, Renovation",4.5
8527,White Group,"Williamburgh, Lamberthaven, Port Ashley",Hourly Rate,Higher,"HVAC, Electrical",3.8
8528,"Thompson, Reese and Craig","East Jacobshire, Nancyport, Scottburgh",Subscription,Higher,Plumbing,3.1
8529,"Rodriguez, Valdez and Romero","Larryton, Ortiztown, West Jeffreyshire",Project-based,Competitive,Renovation,4.5
8530,King Inc,"Weaverton, Jonestown",Project-based,Competitive,"Cleaning, Renovation, Plumbing, Maintenance",3.9
8531,Hobbs-Watson,Andrewfurt,Subscription,Lower,"Cleaning, HVAC, Renovation, Maintenance, Plumbing",4.8
8532,"Brown, Nelson and Wood",South Michaelport,Project-based,Competitive,"Roofing, Maintenance, Renovation, Electrical, Painting",3.9
8533,Pacheco-Weaver,Burnsstad,Project-based,Higher,Renovation,3.4
8534,"Simmons, James and Myers","South Alexis, Brandyberg, Brownburgh",Subscription,Competitive,Maintenance,4.2
