Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards
6326,"32759 Nichols Spurs
North Emmafort, LA 41142",7148,40,Commercial,6,Excellent,Concrete,Alarms,"Elevator, Ramps, None",Management control.,Retail,Vacant,None
6327,"721 Daniel Knolls Suite 764
Port Nicoletown, DE 06441",9372,68,Commercial,8,Poor,Brick,"Sprinklers, Alarms, Extinguishers",Wide Doorways,Test participant.,Residential,Vacant,Lead Paint
6328,"925 Horton Cove Suite 298
New Julie, HI 85202",6588,24,Industrial,3,Good,Wood,Sprinklers,"Elevator, Ramps, Wide Doorways, None",None,Residential,Occupied,None
6329,"92150 Jacob Locks Suite 370
Lake Amber, KY 54713",3050,42,Commercial,10,Poor,Wood,"Extinguishers, Alarms","None, Elevator",Store plant leader.,Residential,Vacant,None
6330,"745 Tanner Rue Apt. 883
Carrillofurt, OH 83416",4493,87,Commercial,1,Good,Steel,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, Wide Doorways, None",Agree it.,Warehouse,Vacant,None
6331,"53847 Brittany Throughway
Port Karl, AK 37527",2792,56,Commercial,6,Poor,Wood,"Alarms, Sprinklers",Wide Doorways,Fall others.,Retail,Occupied,None
6332,"1271 Zachary Motorway Suite 651
Oconnorborough, UT 16989",4030,56,Industrial,2,Excellent,Steel,"Sprinklers, Alarms","None, Wide Doorways, Elevator",Use range.,Office,Vacant,None
6333,"220 Devin Inlet Apt. 924
South Donald, KS 20246",6150,43,Industrial,7,Good,Concrete,"Sprinklers, Alarms",Ramps,Heart mind.,Office,Occupied,None
6334,"81288 Richard Branch
West Anna, WA 04034",3612,86,Commercial,2,Poor,Brick,"Sprinklers, Extinguishers",Elevator,Art window clearly.,Residential,Vacant,None
6335,"674 Joseph Plaza
Snyderburgh, PA 59233",2310,39,Residential,4,Good,Steel,Alarms,Elevator,None,Residential,Occupied,Lead Paint
6336,"3753 Rollins Streets Suite 503
New Seanbury, WV 93130",6444,67,Commercial,2,Fair,Brick,"Sprinklers, Extinguishers, Alarms","Elevator, None, Ramps, Wide Doorways",None,Office,Vacant,Lead Paint
6337,"32470 Cohen Canyon Suite 002
Sherylstad, WA 03705",2416,67,Commercial,8,Excellent,Concrete,Sprinklers,"Wide Doorways, Ramps, Elevator, None",Policy consumer.,Warehouse,Vacant,Mold
6338,"7302 Cynthia Stravenue
Garciabury, TN 67530",2761,44,Commercial,10,Poor,Wood,Sprinklers,"Wide Doorways, Elevator, Ramps",Already four half.,Office,Vacant,Asbestos
6339,"170 Moore Fork
Marystad, NJ 19541",1147,97,Industrial,9,Fair,Wood,"Alarms, Sprinklers, Extinguishers",Wide Doorways,Serve maybe.,Office,Vacant,None
6340,"4472 Lauren Ways
West Benjamin, VA 19629",5548,55,Industrial,7,Good,Brick,Extinguishers,Wide Doorways,None,Office,Occupied,None
6341,"642 Erin Bridge Suite 261
Lake Sean, UT 76732",767,65,Commercial,7,Fair,Brick,Extinguishers,"Wide Doorways, Elevator, Ramps, None",None,Office,Vacant,Asbestos
6342,"94019 Turner Rapid
North Kylechester, AZ 81143",6017,84,Residential,7,Fair,Brick,Alarms,"None, Elevator",None,Warehouse,Vacant,None
6343,"227 Angela Neck
Bushport, ND 47373",6714,33,Residential,5,Poor,Steel,Alarms,"Ramps, Elevator, None",None,Retail,Occupied,Asbestos
6344,"5088 Poole Manors
Williamsport, ND 63519",4292,17,Commercial,9,Good,Concrete,"Extinguishers, Sprinklers","None, Ramps",Whether marriage range.,Office,Occupied,Mold
6345,"2646 King Vista Apt. 527
Lake Helen, NJ 10929",8860,24,Residential,8,Good,Steel,Extinguishers,"None, Elevator, Wide Doorways",None,Office,Vacant,Lead Paint
6346,"PSC 0117, Box 6652
APO AE 43480",8726,4,Commercial,3,Good,Concrete,"Alarms, Extinguishers, Sprinklers",Elevator,None,Office,Vacant,Mold
6347,"9350 Duffy Branch Suite 162
East Jill, ND 83286",9911,13,Industrial,3,Excellent,Wood,"Alarms, Sprinklers",Elevator,None,Residential,Vacant,Lead Paint
6348,"74457 Michael Brook
New Jenniferton, MO 16191",5159,84,Residential,5,Poor,Steel,"Sprinklers, Alarms, Extinguishers",Wide Doorways,Everything car entire.,Residential,Vacant,Mold
6349,"4114 Cole Walk
Lauratown, MI 24905",6456,93,Residential,9,Poor,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, None, Wide Doorways, Ramps",None,Office,Occupied,Asbestos
6350,"42486 Taylor Ford
New Gabriela, UT 28663",7398,89,Residential,5,Poor,Concrete,"Alarms, Sprinklers",Elevator,None,Warehouse,Vacant,Mold
6351,"3334 Sonya Lodge Suite 813
West Pamelatown, CO 71564",1761,91,Residential,10,Fair,Brick,Sprinklers,"None, Ramps, Elevator",None,Residential,Occupied,Lead Paint
6352,"32478 Mclaughlin Garden
Christinastad, AR 67465",3146,16,Industrial,6,Good,Concrete,Sprinklers,"Wide Doorways, Ramps, Elevator, None",None,Warehouse,Vacant,None
6353,"14902 Lee Bridge Apt. 997
Campbellborough, WY 07409",8282,87,Commercial,3,Fair,Brick,"Sprinklers, Alarms","Elevator, None, Wide Doorways",Argue surface sure.,Warehouse,Vacant,Lead Paint
6354,"1547 Valenzuela Estates Apt. 028
Jamesshire, TN 25490",3873,31,Residential,9,Fair,Brick,Alarms,None,Commercial daughter.,Office,Occupied,Asbestos
6355,"93443 Richardson Rue
Randyberg, GA 74643",6803,33,Residential,4,Poor,Concrete,Alarms,"Ramps, None, Elevator",None,Residential,Occupied,None
6356,"824 Hernandez Viaduct
Lake Travis, NV 75152",6103,59,Commercial,7,Fair,Concrete,"Sprinklers, Alarms","None, Elevator, Wide Doorways, Ramps",Part program.,Office,Vacant,Mold
6357,"11214 Tate Crossing Suite 284
Johnsonfurt, IN 20451",4571,23,Industrial,8,Good,Brick,"Extinguishers, Alarms",None,None,Warehouse,Vacant,Mold
6358,"171 Woods Stravenue
Grayport, NJ 06428",6968,6,Residential,5,Fair,Steel,Alarms,"Elevator, Wide Doorways, Ramps",None,Residential,Occupied,None
6359,"431 Mariah Course
North Joshuamouth, UT 67210",7609,57,Industrial,10,Excellent,Wood,Sprinklers,"Elevator, None, Ramps, Wide Doorways",Lose from.,Retail,Vacant,Mold
6360,"293 Saunders Islands Suite 582
Michellefort, WV 88728",7513,25,Commercial,4,Fair,Steel,"Extinguishers, Sprinklers","None, Ramps, Elevator, Wide Doorways",End wear note.,Office,Vacant,None
6361,"58925 Charles Tunnel
Jonesburgh, TX 94356",4498,86,Residential,5,Good,Steel,"Extinguishers, Alarms","Elevator, None",None,Office,Occupied,Mold
6362,"68437 Erica Canyon
North Christopher, MA 57059",3528,92,Commercial,9,Poor,Concrete,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None",None,Retail,Occupied,None
6363,"8084 David Ferry Suite 256
North Jamestown, NJ 97127",2057,91,Industrial,10,Excellent,Steel,"Alarms, Extinguishers","None, Elevator",None,Office,Occupied,None
6364,"3426 Hernandez Lodge
South Ashleyberg, NE 75875",2297,61,Industrial,5,Good,Concrete,"Extinguishers, Alarms","Ramps, Wide Doorways",Tend for.,Retail,Occupied,Mold
6365,"861 Leah Square
Taylorfort, ND 12734",9273,91,Commercial,8,Fair,Wood,Sprinklers,Ramps,None,Office,Occupied,None
6366,"29930 Avila Squares Apt. 683
Burnsside, CA 25500",4964,48,Residential,6,Excellent,Wood,"Sprinklers, Alarms, Extinguishers",Ramps,None,Retail,Vacant,Mold
6367,"24139 Joseph Junction
East Justin, VA 12414",9282,87,Commercial,2,Excellent,Steel,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps",Business century.,Retail,Vacant,Mold
6368,"356 Shaw Ways Apt. 043
Amystad, CA 28401",8473,30,Residential,7,Excellent,Steel,"Sprinklers, Extinguishers, Alarms","None, Wide Doorways",None,Office,Occupied,None
6369,"191 Jones Rest Apt. 049
North Amyville, IL 27670",4151,87,Industrial,10,Excellent,Wood,"Extinguishers, Sprinklers","Elevator, Wide Doorways, Ramps, None",Animal.,Residential,Occupied,None
6370,"7216 Michael Views
Lake Emily, KY 83364",688,18,Industrial,3,Fair,Steel,"Sprinklers, Alarms, Extinguishers","Elevator, None, Wide Doorways, Ramps",None,Warehouse,Occupied,None
6371,"3271 Flores Mount Apt. 473
North Zacharyhaven, RI 42642",5178,10,Residential,4,Excellent,Wood,Alarms,None,Business table without become.,Warehouse,Occupied,Mold
6372,"06049 Robert Road Apt. 693
New Laurachester, NH 70872",2025,49,Industrial,10,Excellent,Steel,"Alarms, Extinguishers",Elevator,Less various land.,Office,Vacant,Asbestos
6373,"922 Stephanie Knoll
South Coltonview, WV 73109",6833,85,Industrial,5,Fair,Steel,"Alarms, Sprinklers","Ramps, None",World wish partner.,Retail,Vacant,None
6374,"625 Marcus Roads
Juanland, ID 55385",8907,7,Commercial,10,Excellent,Brick,"Alarms, Sprinklers, Extinguishers","Wide Doorways, Ramps, None",Last style probably.,Warehouse,Occupied,None
6375,"969 Moon Terrace Suite 334
West Stephaniefort, OR 70191",1728,23,Industrial,7,Poor,Brick,Extinguishers,"None, Wide Doorways, Elevator, Ramps",None,Residential,Vacant,None
6376,"597 Victor Neck
Billyhaven, CA 48473",8221,94,Residential,2,Poor,Brick,"Sprinklers, Alarms, Extinguishers","None, Elevator",Indeed lose parent.,Retail,Vacant,None
6377,"Unit 1489 Box 6504
DPO AP 00620",2061,68,Commercial,5,Poor,Wood,"Extinguishers, Alarms","Elevator, Wide Doorways, None",Move whether.,Residential,Occupied,Lead Paint
6378,"8562 Katherine Valley
New Craig, NM 42558",6136,1,Industrial,7,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps",Huge seat.,Warehouse,Vacant,None
6379,"51718 Laura Harbor Suite 970
New Alexander, SD 81117",5561,14,Commercial,1,Fair,Brick,"Alarms, Sprinklers","Elevator, None, Ramps, Wide Doorways",Body thought.,Retail,Vacant,Mold
6380,"31936 Amanda Brook
North Cathy, AL 24019",9708,63,Industrial,5,Good,Steel,Sprinklers,"Elevator, None, Ramps",Cover body.,Warehouse,Occupied,Lead Paint
6381,"97356 Jones Place Suite 018
West Jessicaborough, MN 89749",5248,2,Residential,9,Poor,Wood,"Extinguishers, Alarms","Elevator, Wide Doorways, None, Ramps",Service ok happy.,Office,Occupied,None
6382,"2961 Jones Shoals Apt. 866
Nicoletown, ND 68272",1932,41,Commercial,6,Good,Concrete,"Alarms, Extinguishers","Ramps, Elevator, Wide Doorways, None",Face wrong truth.,Residential,Vacant,Mold
6383,"Unit 1102 Box 4717
DPO AA 45211",9907,82,Residential,2,Good,Brick,"Sprinklers, Alarms",None,None,Office,Vacant,None
6384,"219 Obrien Route
Robertbury, SC 10580",1869,80,Residential,1,Fair,Brick,"Extinguishers, Alarms","Elevator, Wide Doorways, Ramps, None",Professional evening learn.,Residential,Vacant,None
6385,"050 Young Plain
Paulfurt, GA 41649",3149,45,Commercial,6,Poor,Steel,Extinguishers,Wide Doorways,Foreign line staff.,Warehouse,Occupied,None
6386,"1664 Williams Avenue
East Jamesmouth, TX 41737",2183,93,Industrial,8,Good,Steel,Sprinklers,"None, Wide Doorways, Elevator, Ramps",None,Office,Vacant,Asbestos
6387,"820 Jeffrey Causeway Apt. 675
North Rebecca, NJ 05350",7208,73,Commercial,10,Excellent,Concrete,"Alarms, Extinguishers","Elevator, None, Wide Doorways",None,Warehouse,Occupied,None
6388,"44181 Michael Roads
Jeffreystad, WI 88258",6229,31,Residential,6,Poor,Wood,"Alarms, Sprinklers, Extinguishers","Wide Doorways, None",Admit people whatever.,Retail,Vacant,Lead Paint
6389,"5365 Cooper Keys
Jenningsmouth, MO 57061",2687,37,Industrial,4,Good,Concrete,"Extinguishers, Sprinklers",Wide Doorways,Value see shoulder.,Office,Vacant,None
6390,"4083 Ward Plaza Suite 552
Nancyshire, UT 11075",6117,39,Commercial,5,Poor,Brick,"Sprinklers, Extinguishers",Ramps,None,Residential,Occupied,None
6391,"524 Amanda Oval Suite 503
New Audreyfurt, KY 04269",7560,16,Residential,1,Fair,Steel,Extinguishers,"Wide Doorways, None",Card instead end.,Warehouse,Vacant,Lead Paint
6392,"68261 Benjamin Island Apt. 367
Aaronview, MA 96776",8468,78,Commercial,8,Good,Steel,"Alarms, Sprinklers","None, Ramps",None,Office,Occupied,None
6393,"57753 Roman Roads Suite 604
Port Nicolestad, NE 89577",3401,40,Industrial,2,Fair,Brick,Alarms,Ramps,None,Warehouse,Occupied,None
6394,"898 Melissa Garden
West Michelle, HI 24746",7460,22,Industrial,7,Excellent,Brick,"Sprinklers, Alarms, Extinguishers","None, Elevator",None,Warehouse,Occupied,None
6395,"334 Benjamin Wall Suite 165
Sandershaven, ID 88963",1056,46,Commercial,5,Poor,Brick,"Extinguishers, Sprinklers, Alarms","Elevator, None, Ramps, Wide Doorways",None,Warehouse,Vacant,Lead Paint
6396,"265 Jones Grove Apt. 547
Osbornshire, NC 31723",547,37,Residential,2,Good,Concrete,Alarms,"Wide Doorways, Elevator, Ramps",Life beat.,Office,Vacant,None
6397,"8367 Julia Fields Apt. 797
Dannyshire, RI 19675",8643,38,Residential,1,Excellent,Wood,Alarms,"None, Ramps, Wide Doorways",None,Office,Occupied,Mold
6398,"8904 Barrett Shores
Thomashaven, TX 02516",568,64,Commercial,4,Poor,Concrete,"Alarms, Extinguishers","None, Wide Doorways, Elevator",None,Retail,Occupied,Asbestos
6399,"031 Timothy Radial
Lake Michaelhaven, WI 48569",7643,8,Residential,8,Poor,Steel,"Alarms, Extinguishers, Sprinklers","Wide Doorways, None, Elevator, Ramps",Southern article bit.,Retail,Vacant,None
6400,"45817 Mora Gateway
Nancyland, DC 94744",1742,90,Industrial,7,Excellent,Brick,Alarms,"Wide Doorways, Ramps",None,Warehouse,Vacant,None
6401,"Unit 6817 Box 4495
DPO AA 39730",4334,93,Residential,1,Good,Brick,"Alarms, Sprinklers","Elevator, Wide Doorways, Ramps, None",Class bad.,Office,Vacant,None
6402,"58584 Grant Motorway Apt. 763
East Lawrence, DC 23780",6379,40,Industrial,6,Excellent,Brick,"Alarms, Extinguishers, Sprinklers",Elevator,None,Warehouse,Vacant,Asbestos
6403,"Unit 1365 Box 1985
DPO AP 64595",5027,22,Industrial,7,Fair,Brick,"Extinguishers, Alarms, Sprinklers","Wide Doorways, None",None,Warehouse,Occupied,Mold
6404,"40171 Stevenson Heights
Allisonview, NE 72458",8586,21,Residential,8,Fair,Concrete,"Alarms, Sprinklers, Extinguishers","None, Wide Doorways",Herself everybody.,Warehouse,Vacant,Lead Paint
6405,"89660 Cooley Place Suite 519
Port Johnfort, UT 65913",6831,28,Residential,9,Fair,Wood,"Extinguishers, Alarms","Elevator, Wide Doorways",Animal real.,Retail,Vacant,None
6406,"3354 Joshua Loop
Sylviaton, SD 81272",8471,80,Commercial,7,Good,Concrete,Sprinklers,"Elevator, None, Ramps",One person civil.,Retail,Occupied,Lead Paint
6407,"4099 Brett Corners Suite 297
Kimberlyfort, IA 08047",7557,85,Industrial,5,Good,Concrete,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps, None, Wide Doorways",None,Residential,Occupied,None
6408,"9891 Catherine Parks
Blankenshipmouth, WY 51290",9484,39,Industrial,9,Excellent,Concrete,"Sprinklers, Extinguishers","Wide Doorways, None, Ramps",Pick nation.,Office,Vacant,None
6409,"129 Hernandez Ville
Lake Jack, MA 63577",1866,33,Residential,5,Poor,Brick,"Sprinklers, Extinguishers, Alarms","Wide Doorways, Elevator",Improve south card around.,Warehouse,Occupied,None
6410,"327 Rogers Lodge
South Tinashire, MD 16271",7366,86,Commercial,1,Excellent,Wood,"Sprinklers, Extinguishers","Ramps, None, Wide Doorways",None,Retail,Vacant,Mold
6411,"Unit 8308 Box 6322
DPO AA 05854",9548,2,Residential,2,Poor,Steel,Sprinklers,"Elevator, Ramps",Group third record.,Warehouse,Occupied,Mold
6412,"Unit 0901 Box 5384
DPO AA 66448",8695,66,Commercial,8,Excellent,Concrete,Alarms,"Wide Doorways, None",None,Warehouse,Vacant,Lead Paint
6413,"99240 James Path Suite 745
New Gregory, MN 78552",3209,57,Commercial,10,Good,Steel,"Extinguishers, Alarms, Sprinklers","Ramps, Elevator",Last study.,Retail,Occupied,Mold
6414,"490 Navarro Court
East Nicolemouth, LA 93791",8116,89,Industrial,5,Fair,Wood,"Alarms, Sprinklers",Elevator,None,Retail,Vacant,Asbestos
6415,"15585 Jacobson Burgs
West Jennifer, LA 22389",5139,24,Commercial,9,Good,Concrete,"Sprinklers, Alarms, Extinguishers","Ramps, Elevator, None, Wide Doorways",Box land service.,Residential,Occupied,None
6416,"753 Pamela Manors Suite 622
Port Melissa, TX 98907",2376,65,Residential,1,Poor,Brick,Sprinklers,"Elevator, Wide Doorways, Ramps",From evidence.,Office,Occupied,Lead Paint
6417,"6210 Thornton Fords Suite 626
Sandyside, SD 35024",9197,4,Residential,3,Excellent,Concrete,"Alarms, Extinguishers","Wide Doorways, Elevator, None, Ramps",Floor catch civil.,Retail,Vacant,None
6418,"Unit 9193 Box 5529
DPO AA 61347",8800,42,Industrial,2,Poor,Steel,Sprinklers,Wide Doorways,Among manager.,Warehouse,Vacant,Lead Paint
6419,"87417 Thompson Road
Simmonsland, DC 42854",2020,97,Residential,6,Poor,Steel,Extinguishers,Ramps,None,Residential,Occupied,Mold
6420,"64571 Maynard Union Suite 807
Alexanderfurt, IL 56052",1139,93,Residential,1,Poor,Wood,"Extinguishers, Alarms","Wide Doorways, Ramps",Return build.,Residential,Occupied,Lead Paint
6421,"291 Stephen Lakes
Georgehaven, OK 85046",3943,58,Industrial,2,Poor,Wood,"Sprinklers, Alarms, Extinguishers","Elevator, Ramps, None",Could among.,Residential,Occupied,Lead Paint
6422,"266 Abigail Cliff
Lake Anthonyville, VA 40822",2651,39,Industrial,6,Excellent,Brick,Alarms,"Wide Doorways, Ramps, None",Where pass.,Office,Vacant,Mold
6423,"1332 Taylor Orchard
New Jennifer, TN 20914",9106,93,Residential,4,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers","None, Elevator, Wide Doorways, Ramps",None,Office,Vacant,Asbestos
6424,"330 George Well
New Jamestown, MD 67097",7613,39,Residential,3,Fair,Brick,Sprinklers,"Ramps, Wide Doorways",None,Retail,Vacant,None
6425,"243 Alyssa Walk Apt. 729
South Karen, CA 78209",715,81,Commercial,2,Excellent,Wood,"Sprinklers, Extinguishers, Alarms","Wide Doorways, None, Ramps, Elevator",Growth student.,Retail,Vacant,None
6426,"4292 Davis Neck
Rebeccaland, MA 12216",2102,7,Industrial,10,Good,Wood,"Sprinklers, Extinguishers","Wide Doorways, Elevator",Off.,Retail,Vacant,Mold
6427,"03850 Robert Point
West Michaelbury, MD 20751",6553,47,Residential,6,Poor,Brick,Sprinklers,"Ramps, Wide Doorways, Elevator, None",None,Residential,Occupied,None
6428,"2603 Hernandez Summit
Ralphchester, NM 82474",591,88,Commercial,1,Poor,Concrete,Alarms,"Elevator, Ramps, Wide Doorways, None",Source total.,Warehouse,Occupied,None
6429,"532 Charles Oval
Barnesshire, AK 56253",7177,92,Residential,4,Poor,Brick,"Extinguishers, Alarms","Ramps, None",None,Office,Vacant,None
6430,"11327 James Villages
New Laurahaven, MN 22135",6289,39,Residential,2,Poor,Concrete,"Extinguishers, Sprinklers, Alarms",None,My note method.,Retail,Vacant,None
6431,"411 Lisa Grove Suite 090
North Williamfurt, CO 50392",9343,50,Residential,2,Good,Brick,"Alarms, Sprinklers",Ramps,None,Warehouse,Vacant,None
6432,"USS Barr
FPO AP 18914",9380,20,Residential,5,Good,Wood,"Sprinklers, Alarms, Extinguishers","Ramps, Elevator, Wide Doorways, None",None,Office,Occupied,None
6433,"71433 Frazier Crescent Apt. 440
Berryton, WY 89004",2982,20,Residential,7,Poor,Concrete,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None",Republican result oil.,Office,Occupied,None
6434,"713 Timothy Lake Suite 769
Michelefort, RI 31747",4680,36,Commercial,9,Fair,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",None,Retail,Occupied,Mold
6435,"40057 Nicholas Green
Bairdfort, MS 82871",6650,43,Industrial,2,Good,Wood,Sprinklers,"Wide Doorways, Elevator, None",Than well.,Office,Occupied,None
6436,"99026 Walker Locks
West Mariafort, CA 45617",2065,42,Commercial,7,Excellent,Brick,Extinguishers,"Elevator, None, Wide Doorways, Ramps",None,Warehouse,Occupied,None
6437,"982 Tonya Islands
Lake Caseyborough, OR 35029",5054,14,Residential,6,Poor,Wood,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps, Wide Doorways",None,Warehouse,Occupied,None
6438,"PSC 5149, Box 4440
APO AE 61309",5118,68,Residential,8,Excellent,Wood,Sprinklers,Elevator,None,Retail,Vacant,None
6439,"92653 Christina Rapid Suite 620
Jacobmouth, AK 67008",1805,55,Industrial,7,Poor,Wood,Sprinklers,"Wide Doorways, Elevator, None",None,Office,Vacant,None
6440,"4278 Potter Key Suite 528
East Paulmouth, AL 02916",7769,53,Commercial,5,Excellent,Steel,"Extinguishers, Alarms, Sprinklers",Ramps,Instead almost.,Retail,Vacant,None
6441,"10801 Lam Loop Apt. 906
Merrittville, OH 64856",5945,96,Residential,3,Fair,Wood,"Sprinklers, Extinguishers, Alarms","Elevator, Wide Doorways",None,Residential,Vacant,None
6442,"5784 Richards Burg Apt. 255
Rogerberg, DC 72225",4144,3,Industrial,7,Fair,Steel,"Extinguishers, Alarms","Ramps, Elevator",Positive gas.,Residential,Vacant,None
6443,"USS Flores
FPO AP 58016",6989,63,Industrial,7,Poor,Wood,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",None,Office,Occupied,Asbestos
6444,"Unit 7615 Box 7932
DPO AE 96630",2912,59,Commercial,2,Fair,Brick,"Alarms, Extinguishers","Ramps, Elevator",Goal usually father.,Retail,Occupied,Asbestos
6445,"807 Daniel Isle Suite 091
Darlenefort, OK 49458",8147,48,Commercial,6,Good,Steel,"Extinguishers, Sprinklers, Alarms",Ramps,None,Retail,Vacant,Asbestos
