Inspection ID,Property ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status
6319,15803,2023-03-31,Passed,Amount message language while well race.,Non-compliant
6320,33126,2022-06-30,Passed,Color almost subject imagine course letter upon I.,Compliant
6321,17784,2024-07-17,Failed,None,Non-compliant
6322,32050,2022-05-08,Passed,None,Compliant
6323,37919,2023-08-29,Passed with minor issues,Marriage office amount.,Non-compliant
6324,20581,2022-08-02,Passed,Tell provide way difference to stand.,Non-compliant
6325,5491,2023-08-20,Passed,Name last wait decision show try main.,Non-compliant
6326,4679,2023-01-28,Passed,Expect field medical thousand cold both official.,Compliant
6327,35846,2024-07-14,Passed with minor issues,None,Non-compliant
6328,48850,2023-01-10,Passed,Stock feel agency morning now.,Compliant
6329,17871,2022-01-07,Failed,None,Non-compliant
6330,21094,2023-09-17,Passed,Only dog story different.,Non-compliant
6331,29349,2022-01-12,Passed with minor issues,None,Non-compliant
6332,29519,2023-12-21,Failed,Reduce stage result particularly rise.,Non-compliant
6333,49330,2023-12-15,Passed with minor issues,None,Compliant
6334,19443,2022-11-20,Passed,None,Non-compliant
6335,17219,2024-05-15,Passed,Would media in.,Non-compliant
6336,49505,2024-09-01,Passed,Expect bank own recent available their.,Compliant
6337,13059,2023-11-03,Passed with minor issues,Spend support study from.,Non-compliant
6338,12996,2023-05-12,Failed,Travel poor interesting close hotel professional hand.,Compliant
6339,13037,2021-12-18,Passed with minor issues,Again different floor dream energy federal report.,Compliant
6340,6830,2024-02-23,Passed with minor issues,None,Compliant
6341,20473,2023-05-04,Passed with minor issues,Choose dinner parent result bring.,Non-compliant
6342,31611,2023-08-30,Failed,So television quickly us.,Non-compliant
6343,48007,2021-11-17,Passed with minor issues,Seem religious old capital cultural future.,Compliant
6344,30462,2023-08-30,Passed with minor issues,None,Non-compliant
6345,25373,2023-01-31,Passed with minor issues,Commercial civil bag lose compare institution.,Compliant
6346,26329,2023-03-08,Passed with minor issues,Perform magazine interview step college white.,Compliant
6347,18474,2023-02-27,Passed,None,Non-compliant
6348,22673,2024-01-19,Passed with minor issues,None,Non-compliant
6349,4658,2023-05-07,Failed,Box end indeed take.,Compliant
6350,35726,2022-09-03,Passed with minor issues,Unit end receive behavior beautiful.,Non-compliant
6351,6999,2023-09-02,Passed with minor issues,Lay figure lose mission painting open.,Compliant
6352,21876,2022-06-04,Passed with minor issues,Stuff ten inside hot high beyond.,Non-compliant
6353,16036,2024-03-25,Passed with minor issues,Between share mind candidate forget teach.,Compliant
6354,42717,2022-11-18,Failed,None,Compliant
6355,9128,2023-10-06,Failed,Late base us green different director record.,Non-compliant
6356,18160,2024-08-02,Passed with minor issues,Within wide music father go suffer.,Non-compliant
6357,27049,2022-06-22,Failed,Hit soldier authority want could what arm.,Compliant
6358,36264,2023-06-01,Passed,None,Compliant
6359,30875,2024-02-11,Failed,None,Non-compliant
6360,20390,2023-07-15,Passed,Focus establish chance company cold.,Compliant
6361,18745,2024-07-09,Passed with minor issues,None,Compliant
6362,14855,2022-11-01,Failed,For sing early.,Compliant
6363,33367,2021-10-30,Failed,None,Compliant
6364,4756,2022-07-29,Passed,Feeling push can pattern imagine.,Compliant
6365,44233,2024-05-09,Passed with minor issues,Road than billion morning staff however thing.,Non-compliant
6366,25973,2022-03-25,Passed with minor issues,None,Compliant
6367,23242,2023-09-17,Failed,None,Compliant
6368,34757,2022-02-13,Failed,None,Compliant
6369,37788,2023-11-09,Passed with minor issues,None,Non-compliant
6370,23117,2023-06-20,Failed,Street protect firm look.,Non-compliant
6371,17761,2022-11-28,Passed with minor issues,None,Compliant
6372,31453,2023-10-22,Failed,None,Non-compliant
6373,34348,2024-08-22,Passed,None,Compliant
6374,24994,2024-06-29,Failed,Organization security occur wonder thus science employee.,Non-compliant
6375,41875,2022-05-18,Passed with minor issues,None,Non-compliant
6376,25731,2022-09-01,Failed,None,Compliant
6377,28000,2023-03-09,Failed,Sure story easy name whatever worry.,Non-compliant
6378,3064,2023-12-16,Failed,Floor prove me seek act land little.,Non-compliant
6379,49314,2022-02-10,Passed with minor issues,None,Compliant
6380,43890,2023-01-03,Passed,Production start but hour event level.,Compliant
6381,1945,2021-10-09,Passed with minor issues,None,Non-compliant
6382,34761,2021-12-23,Passed,None,Non-compliant
6383,36092,2023-11-02,Failed,None,Compliant
6384,3159,2023-04-01,Passed,Past series population run ball would language.,Compliant
6385,19790,2023-02-15,Failed,None,Compliant
6386,11118,2023-10-30,Passed with minor issues,None,Compliant
6387,29011,2023-10-19,Failed,Better whom world effort own.,Non-compliant
6388,37912,2024-06-21,Passed,None,Non-compliant
6389,8949,2022-01-13,Failed,Author continue special her.,Compliant
6390,29153,2022-12-17,Passed,None,Non-compliant
6391,10296,2023-03-29,Failed,Make cover behavior send detail officer our.,Compliant
6392,25677,2023-11-22,Passed,West water plan safe head explain.,Compliant
6393,21672,2023-09-18,Passed with minor issues,None,Non-compliant
6394,48669,2023-05-14,Passed with minor issues,Go popular purpose meeting leave sense week.,Non-compliant
6395,26559,2022-06-15,Passed with minor issues,None,Non-compliant
6396,49805,2024-05-26,Passed with minor issues,Trade by one process.,Non-compliant
6397,9522,2022-05-06,Passed,Mention theory general job heavy order.,Non-compliant
6398,4395,2023-11-22,Passed with minor issues,None,Non-compliant
6399,45600,2021-10-24,Passed,Fly once mother.,Non-compliant
6400,2684,2022-11-04,Failed,None,Non-compliant
6401,43583,2022-02-08,Passed,Particularly know less discuss interview fear final.,Non-compliant
6402,2094,2023-06-06,Failed,Happy everyone color issue mean glass position.,Compliant
6403,16950,2024-01-26,Passed,Low station whatever sister spring identify.,Compliant
6404,11811,2024-07-04,Passed,None,Compliant
6405,16171,2022-06-10,Passed with minor issues,None,Compliant
6406,35223,2022-10-23,Passed,Whom manage commercial town.,Non-compliant
6407,4830,2021-10-07,Failed,Though what teach.,Non-compliant
6408,46610,2022-06-24,Passed,Rise benefit main great.,Non-compliant
6409,18722,2024-04-05,Passed with minor issues,Success rich popular style.,Compliant
6410,5548,2021-09-17,Failed,Group open set indicate.,Compliant
6411,24004,2024-07-26,Passed,President former five trial add military still.,Compliant
6412,41748,2021-12-28,Passed with minor issues,None,Compliant
6413,40595,2021-11-24,Failed,Ok rule artist window despite.,Compliant
6414,49082,2022-11-04,Passed,Likely far need could.,Non-compliant
6415,4969,2024-07-19,Passed with minor issues,Score treat animal consider.,Compliant
6416,38402,2022-09-08,Passed,Economic blue blood with sign.,Compliant
6417,2227,2022-08-26,Passed with minor issues,Three all example hard.,Compliant
6418,14777,2023-01-01,Passed with minor issues,None,Non-compliant
6419,28822,2023-07-21,Failed,Heavy become crime.,Non-compliant
6420,23562,2022-08-04,Passed with minor issues,None,Compliant
6421,40857,2022-05-08,Passed,None,Non-compliant
6422,21530,2023-06-10,Passed,Seem general them yeah describe official.,Compliant
6423,8218,2023-05-02,Failed,None,Non-compliant
6424,38078,2024-01-27,Failed,None,Compliant
6425,49824,2024-01-15,Failed,None,Non-compliant
6426,5346,2022-09-13,Failed,Moment join run deep right.,Compliant
6427,2483,2023-07-15,Passed with minor issues,None,Compliant
6428,44951,2024-05-11,Passed with minor issues,Turn deep scene tough husband.,Compliant
6429,29401,2023-11-24,Failed,None,Non-compliant
6430,22311,2023-07-23,Passed,Likely without contain less production be.,Non-compliant
6431,30104,2023-05-01,Passed with minor issues,Must receive able pretty perform evening security thought.,Non-compliant
6432,8359,2022-01-26,Passed,Would summer the him investment building.,Non-compliant
6433,48912,2024-03-04,Passed,Wait on measure information social include able author.,Non-compliant
6434,14922,2024-05-26,Passed,None,Compliant
6435,26401,2022-02-09,Failed,None,Non-compliant
6436,19091,2023-03-15,Passed,None,Compliant
6437,36630,2022-01-13,Passed,Hotel involve least total poor.,Compliant
6438,43778,2023-07-04,Passed,None,Compliant
6439,38637,2024-04-16,Passed with minor issues,Nearly both feeling southern make leave window.,Non-compliant
6440,35834,2022-05-09,Failed,Culture reveal into research learn role interest.,Non-compliant
6441,20192,2022-01-04,Failed,None,Compliant
6442,14191,2023-08-26,Passed with minor issues,Place difficult trip book debate another.,Compliant
6443,21421,2022-08-03,Passed,None,Compliant
6444,8033,2022-11-03,Passed with minor issues,None,Compliant
6445,6632,2023-04-09,Failed,None,Non-compliant
6446,22520,2022-05-30,Failed,Anyone rise leg fast itself its.,Compliant
6447,45356,2023-09-22,Passed with minor issues,Best hit likely require election fund.,Non-compliant
6448,13034,2023-11-11,Failed,None,Non-compliant
6449,25992,2023-05-26,Passed with minor issues,Probably themselves south medical yes agree street.,Non-compliant
6450,22438,2022-09-09,Passed with minor issues,Inside summer cup form relationship.,Compliant
6451,15235,2023-08-31,Failed,Nearly PM fly radio.,Non-compliant
6452,42250,2024-02-18,Passed,None,Compliant
6453,30535,2024-07-09,Failed,Professional interesting after less.,Non-compliant
6454,3339,2022-02-27,Passed with minor issues,Most sing education road minute.,Non-compliant
6455,32783,2024-07-24,Failed,Attack shoulder mean long hotel positive.,Non-compliant
6456,37119,2021-12-09,Passed with minor issues,School arrive get beat.,Compliant
6457,26396,2022-05-13,Failed,Third guess trouble information pull economic agent two.,Non-compliant
6458,47479,2022-10-30,Passed,None,Non-compliant
6459,8417,2022-09-04,Passed,None,Non-compliant
6460,11619,2021-10-12,Failed,None,Compliant
6461,3388,2023-01-04,Failed,None,Compliant
6462,44312,2023-05-03,Failed,It well later late subject.,Non-compliant
6463,37683,2022-09-16,Passed with minor issues,None,Compliant
6464,38917,2023-02-10,Passed with minor issues,None,Compliant
6465,4185,2022-05-14,Passed with minor issues,None,Compliant
6466,23291,2024-02-02,Passed,Sing up try scientist discover front by.,Compliant
6467,8517,2023-07-17,Failed,Impact never perhaps not then material.,Compliant
6468,39506,2022-10-02,Passed with minor issues,None,Compliant
6469,6976,2023-09-22,Passed,Over wonder cover board treatment agent.,Compliant
6470,29201,2022-12-25,Passed,None,Non-compliant
6471,28916,2022-12-19,Failed,Part man grow past keep similar.,Compliant
6472,40075,2023-03-14,Failed,None,Compliant
6473,31420,2022-05-13,Passed,News idea receive.,Compliant
6474,7681,2024-01-24,Failed,Whose society big early both part performance.,Non-compliant
6475,48376,2024-08-12,Failed,Apply region success discover discover.,Compliant
6476,44489,2023-03-31,Passed,None,Non-compliant
6477,1474,2022-07-14,Passed,None,Non-compliant
6478,44275,2021-11-28,Passed with minor issues,Institution trial kid structure discover.,Compliant
6479,39765,2024-08-25,Passed with minor issues,His continue then quickly nation ago.,Compliant
6480,10289,2023-02-03,Passed,Agent decision game past information.,Compliant
6481,29429,2023-10-15,Passed with minor issues,None,Compliant
6482,41171,2023-07-04,Passed,None,Non-compliant
6483,39749,2022-11-15,Failed,Above hear Mrs fill.,Compliant
6484,10521,2022-08-14,Passed,Fight child set question none.,Compliant
6485,24221,2022-08-19,Passed,Measure adult your young clear blue call.,Non-compliant
6486,45445,2023-02-16,Failed,None,Non-compliant
6487,27099,2022-07-20,Failed,None,Compliant
6488,24051,2023-12-22,Failed,None,Non-compliant
6489,49974,2024-06-09,Passed,Choose wall easy final arm soldier argue.,Compliant
6490,9163,2023-01-28,Failed,Message health area face window foreign.,Non-compliant
6491,49447,2023-01-13,Failed,Debate change explain participant without condition next.,Non-compliant
6492,46111,2022-02-04,Failed,Left care property concern enough might.,Non-compliant
6493,28605,2023-10-06,Passed with minor issues,None,Compliant
6494,47954,2022-02-09,Passed,None,Compliant
6495,18731,2023-11-14,Failed,System thought top front.,Compliant
6496,30660,2024-03-17,Passed,None,Compliant
6497,47483,2023-08-18,Passed,None,Compliant
6498,34076,2023-12-28,Failed,Guess idea possible ten special important opportunity cold.,Compliant
6499,11530,2024-07-13,Failed,Institution pattern standard story property operation anything movement.,Compliant
6500,45706,2024-04-08,Passed,Within strategy nothing should better.,Non-compliant
6501,426,2022-05-01,Passed with minor issues,Live money civil realize.,Non-compliant
6502,15315,2023-09-16,Failed,Skill exactly outside brother toward second interest.,Non-compliant
6503,15876,2024-08-18,Passed,None,Compliant
6504,20802,2023-04-05,Failed,Similar hundred dog ok political budget.,Non-compliant
6505,30000,2022-02-16,Passed with minor issues,None,Non-compliant
6506,20433,2024-04-30,Failed,Truth soon hospital can meeting.,Non-compliant
6507,42578,2024-03-22,Passed with minor issues,Capital despite president business.,Non-compliant
6508,31409,2022-09-27,Failed,None,Compliant
6509,18679,2023-12-08,Passed,None,Compliant
6510,36135,2022-12-09,Passed,Hotel center land pass.,Non-compliant
6511,7981,2023-08-17,Failed,Research condition together late.,Compliant
6512,5914,2024-04-07,Passed with minor issues,He today attention.,Non-compliant
6513,43751,2023-02-05,Passed,None,Compliant
6514,8786,2023-05-24,Failed,Whom he color series campaign book.,Non-compliant
6515,8940,2024-01-05,Passed with minor issues,None,Non-compliant
6516,2305,2024-06-01,Failed,Officer whether kitchen defense hit bag baby.,Compliant
6517,49268,2022-06-06,Passed with minor issues,Make information nearly.,Non-compliant
6518,28438,2022-08-01,Passed,Tell support when.,Non-compliant
6519,42045,2024-04-15,Failed,None,Compliant
6520,28293,2022-03-25,Passed with minor issues,None,Compliant
6521,47151,2022-05-14,Failed,Ball food page.,Compliant
6522,30615,2022-01-12,Passed,Market phone wish film threat treatment.,Non-compliant
6523,6090,2022-05-09,Failed,Sort popular bring.,Compliant
6524,5602,2022-09-14,Failed,None,Compliant
6525,34034,2023-10-14,Passed with minor issues,None,Compliant
6526,48923,2021-12-25,Failed,None,Compliant
6527,37779,2021-12-28,Passed,None,Non-compliant
6528,1669,2022-04-27,Passed,None,Non-compliant
6529,41202,2023-06-06,Passed,Not million itself moment.,Compliant
6530,3229,2024-03-22,Passed with minor issues,Center right wife section.,Compliant
6531,8774,2022-12-10,Passed with minor issues,Prevent training various conference free agency debate general.,Non-compliant
6532,38521,2023-01-08,Failed,None,Non-compliant
6533,4409,2022-08-03,Failed,None,Compliant
6534,17152,2022-08-10,Passed,None,Non-compliant
6535,40740,2023-07-10,Failed,None,Non-compliant
6536,30841,2022-01-06,Failed,Season wind best outside leader environment.,Compliant
6537,36103,2021-11-19,Passed,None,Non-compliant
6538,24887,2022-10-29,Passed with minor issues,Maintain everybody computer best TV seek head.,Compliant
6539,20137,2023-10-26,Failed,Add manage represent also.,Compliant
